Case: My Case


,Input - General

,,Input,Value
,,Application Type,New Construction
,,Analysis Mode,Design
,,Reference Building,My Design


,Input - Geometry Screen

,,Input,Value,Units
,,Finished Floor Area,3000,sqft
,,Bedrooms,1
,,Bathrooms,2
,,Occupants,10


,Input - Options Screen

,,Group Name,Category Name,Option Name,My Design,
,,,,"Top freezer, EF = 20.4",,
,,,,"Top freezer, EF = 21.9",,
,,,Cooking Range
,,,,None,,
,,,,Electric,x,
,,,,"Electric, 80% Usage",,
,,,,"Electric, 120% Usage",,
,,,,"Electric, Induction",,
,,,,Gas,,
,,,,"Gas, 80% Usage",,
,,,,"Gas, 120% Usage",,
,,,,Propane,,
,,,,"Propane, 80% Usage",,
,,,,"Propane, 120% Usage",,
,,,Dishwasher
,,,,None,x,
,,,,307 Rated kWh,,
,,,,"307 Rated kWh, 80% Usage",,
,,,,"307 Rated kWh, 120% Usage",,
,,,,270 Rated kWh,,
,,,,"270 Rated kWh, 80% Usage",,
,,,,"270 Rated kWh, 120% Usage",,
,,,Clothes Washer
,,,,None,x,
,,,,IMEF=1.57,,
,,,,"IMEF=1.57, 80% Usage",,
,,,,"IMEF=1.57, 120% Usage",,
,,,,IMEF=2.06,,
,,,,"IMEF=2.06, 80% Usage",,
,,,,"IMEF=2.06, 120% Usage",,
,,,Clothes Dryer
,,,,None,x,
,,,,"Electric, CEF=3.73",,
,,,,"Electric, CEF=3.73, 80% Usage",,
,,,,"Electric, CEF=3.73, 120% Usage",,
,,,,"Electric, CEF=3.93",,
,,,,"Electric, CEF=5.2, Heat Pump, Ventless",,
,,,,"Gas, CEF=3.30",,
,,,,"Gas, CEF=3.30, 80% Usage",,
,,,,"Gas, CEF=3.30, 120% Usage",,
,,,,"Gas, CEF=3.48",,
,,,,"Propane, CEF=3.30",,
,,,,"Propane, CEF=3.30, 80% Usage",,
,,,,"Propane, CEF=3.30, 120% Usage",,
,,,Hot Water Fixtures
,,,,None,,
,,,,2.00,,
,,,,1.00,x,
,,,,0.50,,
,,Appliances & Fixtures Schedules
,,,Refrigerator Schedule
,,,,Standard,x,
,,,Cooking Range Schedule
,,,,Standard,x,
,,,,Stochastic,,
,,,Dishwasher Schedule
,,,,Standard,x,
,,,,Stochastic,,
,,,Clothes Washer Schedule
,,,,Standard,x,
,,,,Stochastic,,
,,,Clothes Dryer Schedule
,,,,Standard,x,
,,,,Stochastic,,
,,,Hot Water Fixtures Schedule
,,,,Standard,,
,,,,Stochastic,x,
,,Miscellaneous
,,,Plug Loads
,,,,None,,
,,,,4.00,,
,,,,2.00,,
,,,,1.50,,
,,,,1.00,x,
,,,,0.75,,
,,,,0.50,,
,,,,0.25,,
,,,Extra Refrigerator
,,,,None,x,
,,,,"Side freezer, EF = 4.4",,
,,,,"Side freezer, EF = 6.5",,
,,,,"Side freezer, EF = 10.8",,
,,,,"Side freezer, EF = 13.8",,
,,,,"Side freezer, EF = 15.7",,
,,,,"Side freezer, EF = 19.6",,
,,,,"Side freezer, EF = 19.8",,
,,,,"Side freezer, EF = 20.6",,
,,,,"Bottom freezer, EF = 4.5",,
,,,,"Bottom freezer, EF = 6.7",,
,,,,"Bottom freezer, EF = 10.2",,
,,,,"Bottom freezer, EF = 13.6",,
,,,,"Bottom freezer, EF = 15.9",,
,,,,"Bottom freezer, EF = 19.8",,
,,,,"Bottom freezer, EF = 20.1",,
,,,,"Bottom freezer, EF = 21.3",,
,,,,"Top freezer, EF = 4.4",,
,,,,"Top freezer, EF = 6.9",,
,,,,"Top freezer, EF = 10.5",,
,,,,"Top freezer, EF = 14.1",,
,,,,"Top freezer, EF = 15.9",,
,,,,"Top freezer, EF = 17.6",,
,,,,"Top freezer, EF = 19.9",,
,,,,"Top freezer, EF = 20.4",,
,,,,"Top freezer, EF = 21.9",,
,,,Freezer
,,,,None,x,
,,,,"Upright, EF = 6",,
,,,,"Upright, EF = 9",,
,,,,"Upright, EF = 12",,
,,,,"Upright, EF = 16",,
,,,,"Upright, EF = 18",,
,,,,"Upright, EF = 20",,
,,,,"Chest, EF = 10",,
,,,,"Chest, EF = 13",,
,,,,"Chest, EF = 18",,
,,,,"Chest, EF = 24",,
,,,,"Chest, EF = 27",,
,,,,"Chest, EF = 29",,
,,,Pool Heater
,,,,None,x,
,,,,Electric,,
,,,,Gas,,
,,,Pool Pump
,,,,None,x,
,,,,Typical Efficiency,,
,,,Hot Tub/Spa Heater
,,,,None,x,
,,,,Electric,,
,,,,Gas,,
,,,Hot Tub/Spa Pump
,,,,None,x,
,,,,Typical Efficiency,,
,,,Well Pump
,,,,None,x,
,,,,Typical Efficiency,,
,,,,High Efficiency,,
,,,Gas Fireplace
,,,,None,x,
,,,,Gas Fireplace,,
,,,Gas Grill
,,,,None,x,
,,,,Gas Grill,,
,,,Gas Lighting
,,,,None,x,
,,,,Gas Lighting,,
,,Miscellaneous Schedules
,,,Plug Loads Schedule
,,,,Standard,x,
,,,,Stochastic,,
,,,Extra Refrigerator Schedule
,,,,Standard,x,
,,,Freezer Schedule
,,,,Standard,x,
,,,Pool Heater Schedule
,,,,Standard,x,
,,,Pool Pump Schedule
,,,,Standard,x,
,,,Hot Tub/Spa Heater Schedule
,,,,Standard,x,
,,,Hot Tub/Spa Pump Schedule
,,,,Standard,x,
,,,Well Pump Schedule
,,,,Standard,x,
,,,Gas Fireplace Schedule
,,,,Standard,x,
,,,Gas Grill Schedule
,,,,Standard,x,
,,,Gas Lighting Schedule
,,,,Standard,x,
,,Power Generation & Storage
,,,PV System
,,,,None,x,
,,,,0.5 kW,,
,,,,1.0 kW,,
,,,,1.5 kW,,
,,,,2.0 kW,,
,,,,2.5 kW,,
,,,,3.0 kW,,
,,,,3.5 kW,,
,,,,4.0 kW,,
,,,,4.5 kW,,
,,,,5.0 kW,,
,,,,5.5 kW,,
,,,,6.0 kW,,
,,,,6.5 kW,,
,,,,7.0 kW,,
,,,,7.5 kW,,
,,,,8.0 kW,,
,,,,8.5 kW,,
,,,,9.0 kW,,
,,,,9.5 kW,,
,,,,10.0 kW,,
,,,,10.5 kW,,
,,,,11.0 kW,,
,,,,11.5 kW,,
,,,,12.0 kW,,
,,,PV Azimuth
,,,,Back Roof,x,
,,,,Front Roof,,
,,,,Left Roof,,
,,,,Right Roof,,
,,,,West,,
,,,,Southwest,,
,,,,South,,
,,,,Southeast,,
,,,,East,,
,,,,ground_mount,,
,,,PV Tilt
,,,,"Roof, Pitch",x,
,,,,0 degrees,,
,,,,10 degrees,,
,,,,20 degrees,,
,,,,30 degrees,,
,,,,40 degrees,,
,,,,50 degrees,,
,,,,60 degrees,,
,,,,70 degrees,,
,,,,80 degrees,,
,,,,90 degrees,,
,,,,Latitude - 15 degrees,,
,,,,Latitude,,
,,,,Latitude + 15 degrees,,
,,,Battery Storage
,,,,None,x,
,,,,10 kWh,,
,,,,20 kWh,,


,Input - Site Screen

,,Input,Value,Units
,,EPW Location,USA_CT_Hartford.725087_TMY2.epw
,,Terrain,Suburban
,,Project Analysis Period,30,years
,,Inflation Rate,2.4,%
,,Discount Rate (Real),3,%
,,Down Payment,0,%
,,Mortgage Period,30,years
,,Mortgage Interest Rate,4,%
,,"Marginal Income Tax Rate, Federal",28,%
,,"Marginal Income Tax Rate, State",0,%
,,Efficiency Material Cost Multiplier,1
,,Efficiency Labor Cost Multiplier,1
,,PV Material Cost Multiplier,1
,,PV Labor Cost Multiplier,1
,,PV Federal Tax Credit Percentage Value,30,%
,,Electricity Rate Type,User
,,Electricity Marginal Rate,0.33,$/kWh
,,Electricity Fixed Charge,12,$/month
,,Electricity Average Rate,0.343043,$/kWh
,,Electricity Fuel Escalation (Real),0,%/year
,,Electricity PV Production Type,NetMetering
,,Electricity Net Metering Annual Excess Sellback Rate Type,UserSpecified
,,Electricity Net Metering Annual Excess Sellback Rate,0.03,$/kWh
,,Electricity Monthly Grid Connection Fee,0$/kW/month
,,Electricity Source/Site Ratio,2.58
,,Electricity CO2e Factor,518.5,lb/MWh
,,Natural Gas Rate Type,User
,,Natural Gas Marginal Rate,1,$/therm
,,Natural Gas Fixed Charge,12,$/month
,,Natural Gas Average Rate,1.192513,$/therm
,,Natural Gas Fuel Escalation (Real),0,%/year
,,Natural Gas Source/Site Ratio,1.05
,,Natural Gas CO2e Factor,147.3,lb/MBtu
,,Oil Rate Type,User
,,Oil Marginal Rate,3.5,$/gal
,,Oil Fuel Escalation (Real),0,%/year
,,Oil Source/Site Ratio,1.01
,,Oil CO2e Factor,195.9,lb/MBtu
,,Propane Rate Type,User
,,Propane Marginal Rate,2.7,$/gal
,,Propane Fuel Escalation (Real),0,%/year
,,Propane Source/Site Ratio,1.01
,,Propane CO2e Factor,177.8,lb/MBtu


,Output - Option Names

,,Point,Orientation,Neighbors,Wood Stud,Double Wood Stud,Steel Stud,CMU,SIP,ICF,Wall Sheathing,Exterior Finish,Unfinished Attic,Roof Material,Radiant Barrier,Slab,Carpet,Exterior Wall Mass,Partition Wall Mass,Ceiling Mass,Window Areas,Windows,Interior Shading,Door Area,Doors,Eaves,Overhangs,Air Leakage,Mechanical Ventilation,Natural Ventilation,Central Air Conditioner,Room Air Conditioner,Furnace,Boiler,Electric Baseboard,Air Source Heat Pump,Mini-Split Heat Pump,Ground Source Heat Pump,Ducts,Ceiling Fan,Dehumidifier,Heating/Cooling Seasons,Cooling Set Point,Heating Set Point,Humidity Set Point,Water Heater,Distribution,Solar Water Heating,Solar Water Heating Azimuth,Solar Water Heating Tilt,Water Heater Set Point,Lighting,Lighting Schedule,Refrigerator,Cooking Range,Dishwasher,Clothes Washer,Clothes Dryer,Hot Water Fixtures,Refrigerator Schedule,Cooking Range Schedule,Dishwasher Schedule,Clothes Washer Schedule,Clothes Dryer Schedule,Hot Water Fixtures Schedule,Plug Loads,Extra Refrigerator,Freezer,Pool Heater,Pool Pump,Hot Tub/Spa Heater,Hot Tub/Spa Pump,Well Pump,Gas Fireplace,Gas Grill,Gas Lighting,Plug Loads Schedule,Extra Refrigerator Schedule,Freezer Schedule,Pool Heater Schedule,Pool Pump Schedule,Hot Tub/Spa Heater Schedule,Hot Tub/Spa Pump Schedule,Well Pump Schedule,Gas Fireplace Schedule,Gas Grill Schedule,Gas Lighting Schedule,PV System,PV Azimuth,PV Tilt,Battery Storage,
,,My Design,West,None,"Uninsulated, 2x4, 16 in o.c.",None,None,None,None,None,OSB,"Vinyl, Light","Ceiling R-7 Fiberglass, Vented","Asphalt Shingles, Medium",None,Uninsulated,80% Carpet,1/2 in. Drywall,1/2 in. Drywall,None,NCYC,"Clear, Double, Metal, Air",NCYC no south awning,20 ft^2,Wood,None,None,25 ACH50,None,"Cooling Months Only, 7 days/wk",None,None,None,None,None,None,"SEER2 23, 9.5 HSPF2",None,None,None,None,"No heat, Cooling June-Aug",76 F,50 (no heat),None,None,None,None,Back Roof,Roof Pitch,None,100% Incandescent,Standard,"Top freezer, EF = 15.9",Electric,None,None,None,1.00,Standard,Standard,Standard,Standard,Standard,Stochastic,1.00,None,None,None,None,None,None,None,None,None,None,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,None,Back Roof,"Roof, Pitch",None,


,Output - Cost/Energy Graph Metrics

,,Point,Source Energy Savings,Source Energy Savings,Site Energy Savings,Site Energy Savings,Source Energy Consumption,Site Energy Consumption,CO2e Savings,CO2e Savings,CO2e Emissions,"Energy Related Costs, Annualized",Internal Rate of Return,Modified Internal Rate of Return,"Energy Related Costs, Net Present Value","Energy Related Costs, Life Cycle Cost","Payback, Simple","Payback, Modified","Levelized Cost of Energy, Source",
,,,[%/yr],[MBtu/yr],[MBtu/yr],[%/yr],[MBtu/yr],[MBtu/yr],[Lbs/yr],[%/yr],[Lbs/yr],[$/yr],[%],[%],[$],[$],[yrs],[yrs],[$/MBtu],
,,My Design,0,0,0,0,88.99,34.48,0,0,5241.22,3479.78,NaN,NaN,0,105210.3,NaN,NaN,NaN,


,Output - End Use Graph Metrics

,,Point,Source Energy Use,Source Energy Use,Source Energy Use,Source Energy Use,Source Energy Use,Source Energy Use,Source Energy Use,Source Energy Use,Source Energy Use,Source Energy Use,Source Energy Use,Source Energy Use,Source Energy Use,Source Energy Use,Source Energy Use,Source Energy Use,Source Energy Use,Source Energy Use,Source Energy Use,Source Energy Use,Source Energy Use,Source Energy Use,Source Energy Use,Source Energy Use,Annualized Utility Bills,Annualized Utility Bills,Annualized Utility Bills,Annualized Utility Bills,Annualized Utility Bills,Annualized Utility Bills,Annualized Utility Bills,Site Electricity Use,Site Electricity Use,Site Electricity Use,Site Electricity Use,Site Electricity Use,Site Electricity Use,Site Electricity Use,Site Electricity Use,Site Electricity Use,Site Electricity Use,Site Electricity Use,Site Electricity Use,Site Natural Gas Use,Site Natural Gas Use,Site Natural Gas Use,Site Natural Gas Use,Site Natural Gas Use,Site Oil Use,Site Oil Use,Site Oil Use,Site Propane Use,Site Propane Use,Site Propane Use,Site Propane Use,CO2e Emissions,CO2e Emissions,CO2e Emissions,CO2e Emissions,CO2e Emissions,CO2e Emissions,CO2e Emissions,CO2e Emissions,CO2e Emissions,CO2e Emissions,CO2e Emissions,CO2e Emissions,CO2e Emissions,CO2e Emissions,CO2e Emissions,CO2e Emissions,CO2e Emissions,CO2e Emissions,CO2e Emissions,CO2e Emissions,CO2e Emissions,CO2e Emissions,CO2e Emissions,CO2e Emissions,Loads Not Met,Loads Not Met,Loads,Loads,Loads,Site Energy Use,Site Energy Use,Site Energy Use,Site Energy Use,Site Energy Use,Site Energy Use,Site Energy Use,Site Energy Use,Site Energy Use,Site Energy Use,Site Energy Use,Site Energy Use,Site Energy Use,Site Energy Use,Site Energy Use,Site Energy Use,Site Energy Use,Site Energy Use,Site Energy Use,Site Energy Use,Site Energy Use,Site Energy Use,Site Energy Use,Site Energy Use,HVAC Capacities,HVAC Capacities,HVAC Capacities,Loads - Heating Components,Loads - Heating Components,Loads - Heating Components,Loads - Heating Components,Loads - Heating Components,Loads - Heating Components,Loads - Heating Components,Loads - Heating Components,Loads - Heating Components,Loads - Heating Components,Loads - Heating Components,Loads - Heating Components,Loads - Heating Components,Loads - Heating Components,Loads - Heating Components,Loads - Heating Components,Loads - Heating Components,Loads - Cooling Components,Loads - Cooling Components,Loads - Cooling Components,Loads - Cooling Components,Loads - Cooling Components,Loads - Cooling Components,Loads - Cooling Components,Loads - Cooling Components,Loads - Cooling Components,Loads - Cooling Components,Loads - Cooling Components,Loads - Cooling Components,Loads - Cooling Components,Loads - Cooling Components,Loads - Cooling Components,Loads - Cooling Components,Loads - Cooling Components,HVAC Design Loads,HVAC Design Loads,HVAC Design Loads,HVAC Design Loads - Heating Components,HVAC Design Loads - Heating Components,HVAC Design Loads - Heating Components,HVAC Design Loads - Heating Components,HVAC Design Loads - Heating Components,HVAC Design Loads - Heating Components,HVAC Design Loads - Heating Components,HVAC Design Loads - Heating Components,HVAC Design Loads - Heating Components,HVAC Design Loads - Heating Components,HVAC Design Loads - Cooling Components,HVAC Design Loads - Cooling Components,HVAC Design Loads - Cooling Components,HVAC Design Loads - Cooling Components,HVAC Design Loads - Cooling Components,HVAC Design Loads - Cooling Components,HVAC Design Loads - Cooling Components,HVAC Design Loads - Cooling Components,HVAC Design Loads - Cooling Components,HVAC Design Loads - Cooling Components,HVAC Design Loads - Cooling Components,
,,,Battery (E),Misc. (E),Vent Fan (E),Lg. Appl. (E),Lights (E),Cooling Fan/Pump (E),Cooling (E),Heating Fan/Pump (E),"Heating, Backup (E)","Heating, Backup (G)","Heating, Backup (O)","Heating, Backup (P)",Heating (E),Heating (G),Heating (O),Heating (P),Hot Water (E),Hot Water (G),Hot Water (O),Hot Water (P),Lg. Appl. (G),Lg. Appl. (P),Misc. (G),PV (E),Fixed Charge (E),Fixed Charge (G),Energy Charge (E),Energy Charge (G),Energy Charge (O),Energy Charge (P),PV Credit (E),Battery (E),Misc. (E),Vent Fan (E),Lg. Appl. (E),Lights (E),Cooling Fan/Pump (E),Cooling (E),Heating Fan/Pump (E),"Heating, Backup (E)",Heating (E),Hot Water (E),PV (E),"Heating, Backup (G)",Heating (G),Hot Water (G),Lg. Appl. (G),Misc. (G),"Heating, Backup (O)",Heating (O),Hot Water (O),"Heating, Backup (P)",Heating (P),Hot Water (P),Lg. Appl. (P),Battery (E),Misc. (E),Vent Fan (E),Lg. Appl. (E),Lights (E),Cooling Fan/Pump (E),Cooling (E),Heating Fan/Pump (E),"Heating, Backup (E)","Heating, Backup (G)","Heating, Backup (O)","Heating, Backup (P)",Heating (E),Heating (G),Heating (O),Heating (P),Hot Water (E),Hot Water (G),Hot Water (O),Hot Water (P),Lg. Appl. (G),Lg. Appl. (P),Misc. (G),PV (E),Cooling,Heating,Clg Delivered,Htg Delivered,Wtr Htg Delivered,Battery (E),Misc. (E),Vent Fan (E),Lg. Appl. (E),Lights (E),Cooling Fan/Pump (E),Cooling (E),Heating Fan/Pump (E),"Heating, Backup (E)","Heating, Backup (G)","Heating, Backup (O)","Heating, Backup (P)",Heating (E),Heating (G),Heating (O),Heating (P),Hot Water (E),Hot Water (G),Hot Water (O),Hot Water (P),Lg. Appl. (G),Lg. Appl. (P),Misc. (G),PV (E),Cooling Capacity,Heating Capacity,"Heating Capacity, Suppl.",Internal Gains,Ducts,Whole House Fan,Mechanical Ventilation,Natural Ventilation,Infiltration,Internal Mass,Slabs,Floors,Skylights,Windows,Doors,Foundation Walls,Rim Joists,Walls,Ceilings,Roofs,Internal Gains,Ducts,Whole House Fan,Mechanical Ventilation,Natural Ventilation,Infiltration,Internal Mass,Slabs,Floors,Skylights,Windows,Doors,Foundation Walls,Rim Joists,Walls,Ceilings,Roofs,"Cooling, Sensible","Cooling, Latent",Heating,Ducts,Infiltration/Ventilation,Slabs,Floors,Skylights,Windows,Doors,Walls,Ceilings,Roofs,Internal Gains,Ducts,Infiltration/Ventilation,Slabs,Floors,Skylights,Windows,Doors,Walls,Ceilings,Roofs,
,,,[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[kWh/yr],[kWh/yr],[kWh/yr],[kWh/yr],[kWh/yr],[kWh/yr],[kWh/yr],[kWh/yr],[kWh/yr],[kWh/yr],[kWh/yr],[kWh/yr],[Therms/yr],[Therms/yr],[Therms/yr],[Therms/yr],[Therms/yr],[gal/yr],[gal/yr],[gal/yr],[gal/yr],[gal/yr],[gal/yr],[gal/yr],[Lbs/yr],[Lbs/yr],[Lbs/yr],[Lbs/yr],[Lbs/yr],[Lbs/yr],[Lbs/yr],[Lbs/yr],[Lbs/yr],[Lbs/yr],[Lbs/yr],[Lbs/yr],[Lbs/yr],[Lbs/yr],[Lbs/yr],[Lbs/yr],[Lbs/yr],[Lbs/yr],[Lbs/yr],[Lbs/yr],[Lbs/yr],[Lbs/yr],[Lbs/yr],[Lbs/yr],[Hours/yr],[Hours/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[kBtu/hr],[kBtu/hr],[kBtu/hr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[MBtu/yr],[kBtu/hr],[kBtu/hr],[kBtu/hr],[kBtu/hr],[kBtu/hr],[kBtu/hr],[kBtu/hr],[kBtu/hr],[kBtu/hr],[kBtu/hr],[kBtu/hr],[kBtu/hr],[kBtu/hr],[kBtu/hr],[kBtu/hr],[kBtu/hr],[kBtu/hr],[kBtu/hr],[kBtu/hr],[kBtu/hr],[kBtu/hr],[kBtu/hr],[kBtu/hr],[kBtu/hr],
,,My Design,0,37,0,12.44,29.15,0.17,9.27,0.02,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,144.01,0,3335.82,0,0,0,0,0,4202.81,0,1412.66,3311.84,17.58,1052.17,2.93,0,105.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2179.28,0,732.53,1717.04,9.93,545.82,1.42,0,0,0,0,55.2,0,0,0,0,0,0,0,0,0,0,0,0,8,19.73,1.42,0,0,14.34,0,4.82,11.3,0.06,3.59,0.01,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,68.04,68.04,0,-25.15,0,0,0,0,14.68,0,-4.65,0,0,-14.65,0.28,0,0,16.32,13.98,0,15.77,0,0,0,-4.29,-4.42,0,-5.61,0,0,23.25,0.07,0,0,-5.99,1.36,0,47.76,6.28,124.35,0,47.58,18.54,0,0,15.66,0.57,20.45,21.55,0,2.46,0,10.82,0,0,0,21.73,0.23,5.09,13.71,0,


,Output - Options Graph Metrics

,,Point,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Present Value,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,Initial Cost,
,,,Orientation,Neighbors,Wood Stud,Double Wood Stud,Steel Stud,CMU,SIP,ICF,Wall Sheathing,Exterior Finish,Unfinished Attic,Roof Material,Radiant Barrier,Slab,Carpet,Exterior Wall Mass,Partition Wall Mass,Ceiling Mass,Window Areas,Windows,Interior Shading,Door Area,Doors,Eaves,Overhangs,Air Leakage,Mechanical Ventilation,Natural Ventilation,Central Air Conditioner,Room Air Conditioner,Furnace,Boiler,Electric Baseboard,Air Source Heat Pump,Mini-Split Heat Pump,Ground Source Heat Pump,Ducts,Ceiling Fan,Dehumidifier,Heating/Cooling Seasons,Cooling Set Point,Heating Set Point,Humidity Set Point,Water Heater,Distribution,Solar Water Heating,Solar Water Heating Azimuth,Solar Water Heating Tilt,Water Heater Set Point,Lighting,Lighting Schedule,Refrigerator,Cooking Range,Dishwasher,Clothes Washer,Clothes Dryer,Hot Water Fixtures,Refrigerator Schedule,Cooking Range Schedule,Dishwasher Schedule,Clothes Washer Schedule,Clothes Dryer Schedule,Hot Water Fixtures Schedule,Plug Loads,Extra Refrigerator,Freezer,Pool Heater,Pool Pump,Hot Tub/Spa Heater,Hot Tub/Spa Pump,Well Pump,Gas Fireplace,Gas Grill,Gas Lighting,Plug Loads Schedule,Extra Refrigerator Schedule,Freezer Schedule,Pool Heater Schedule,Pool Pump Schedule,Hot Tub/Spa Heater Schedule,Hot Tub/Spa Pump Schedule,Well Pump Schedule,Gas Fireplace Schedule,Gas Grill Schedule,Gas Lighting Schedule,PV System,PV Azimuth,PV Tilt,Battery Storage,Orientation,Neighbors,Wood Stud,Double Wood Stud,Steel Stud,CMU,SIP,ICF,Wall Sheathing,Exterior Finish,Unfinished Attic,Roof Material,Radiant Barrier,Slab,Carpet,Exterior Wall Mass,Partition Wall Mass,Ceiling Mass,Window Areas,Windows,Interior Shading,Door Area,Doors,Eaves,Overhangs,Air Leakage,Mechanical Ventilation,Natural Ventilation,Central Air Conditioner,Room Air Conditioner,Furnace,Boiler,Electric Baseboard,Air Source Heat Pump,Mini-Split Heat Pump,Ground Source Heat Pump,Ducts,Ceiling Fan,Dehumidifier,Heating/Cooling Seasons,Cooling Set Point,Heating Set Point,Humidity Set Point,Water Heater,Distribution,Solar Water Heating,Solar Water Heating Azimuth,Solar Water Heating Tilt,Water Heater Set Point,Lighting,Lighting Schedule,Refrigerator,Cooking Range,Dishwasher,Clothes Washer,Clothes Dryer,Hot Water Fixtures,Refrigerator Schedule,Cooking Range Schedule,Dishwasher Schedule,Clothes Washer Schedule,Clothes Dryer Schedule,Hot Water Fixtures Schedule,Plug Loads,Extra Refrigerator,Freezer,Pool Heater,Pool Pump,Hot Tub/Spa Heater,Hot Tub/Spa Pump,Well Pump,Gas Fireplace,Gas Grill,Gas Lighting,Plug Loads Schedule,Extra Refrigerator Schedule,Freezer Schedule,Pool Heater Schedule,Pool Pump Schedule,Hot Tub/Spa Heater Schedule,Hot Tub/Spa Pump Schedule,Well Pump Schedule,Gas Fireplace Schedule,Gas Grill Schedule,Gas Lighting Schedule,PV System,PV Azimuth,PV Tilt,Battery Storage,
